cast_member_list,vote_average,movie_count
Peter Jason,7.1,1
Peter Kwong,5.6,1
Peter Lorre,6.8,1
Peter MacNicol,5.2,3
Peter Mark Richman,4.8,1
Peter Marquardt,6.6,1
Peter McDonald,6.6,1
Peter Miller,5.6,1
Peter Mullan,5.6000000000000005,3
Peter Mygind,6.8,1
Peter O'Toole,6.925,4
Peter Onorati,5.8,1
Peter Ostrum,7.4,1
Peter Outerbridge,5.25,2
Peter Paul,5.1,1
Peter Riegert,7.0,1
Peter Sallis,6.8,1
Peter Sarsgaard,6.461538461538462,13
Peter Scanavino,0.0,1
Peter Scolari,6.4,1
Peter Sellers,7.333333333333333,3
Peter Sherayko,0.0,1
Peter Shinkoda,0.0,1
Peter Sohn,7.5,1
Peter Stormare,5.733333333333333,9
Peter Strauss,4.7,1
Peter Ustinov,7.666666666666667,3
Peter Weller,6.35,2
Peter Wight,6.45,2
Peter van Eyck,5.4,1
Petra Martínez,7.0,1
Peyton List,6.9,1
Pfeifer Brown,4.9,1
Phaldut Sharma,7.3,1
Phellipe Haagensen,8.1,1
Phil Davis,5.8,1
Phil Dunster,4.5,1
Phil Fish,7.4,1
Phil Hartman,5.975,4
Phil Jackson,7.5,1
Phil Riverstone,7.1,1
Phil Silvers,6.1,1
Phil Vischer,6.15,2
Phil Woosnam,4.7,1
Philip Baker Hall,6.2,4
Philip Bolden,5.2,1
Philip Bosco,6.55,2
Philip Chan Yan-Kin,5.949999999999999,2
Philip Ettinger,5.55,2
Philip Granger,7.3,1
Philip Pavel,5.2,1
Philip Quast,6.5,1
Philip Seymour Hoffman,6.777272727272727,22
Philip Tan,5.7,1
Philip Winchester,6.3,1
Philippe Labro,7.0,1
Philippe Laudenbach,6.5,1
Philippe Leroy,7.1,1
Philippe Magnan,6.7,1
Philippe Nahon,6.733333333333333,3
Philippe Petit,7.5,1
Phillip Alford,8.0,1
Phillip Terry,7.4,1
Phina Oruche,4.9,1
Phoebe Cates,6.2,4
Phoebe Legere,5.3,1
Phoebe Tonkin,5.3,1
Phylicia Rashād,6.533333333333334,3
Phyllida Law,6.0,2
Phyllis Diller,6.8,1
Phyllis Smith,6.7,2
Phénix Brossard,7.5,1
Pia Zadora,5.0,1
Pierce Brosnan,6.152,25
Pierce Gagnon,6.4,1
Pierfrancesco Favino,6.5,1
Pierre Arditi,6.7,1
Pierre Dulat,5.3,1
Pierre Perrier,5.8,1
Pierre Prieur,6.2,1
Pihla Viitala,5.7,1
Pink,5.8,1
Pinto Colvig,6.9,1
Piper Laurie,7.15,2
Piper Perabo,5.45,10
Pippa Nixon,5.1,1
Pixie Davies,4.6,1
Polly Adams,6.9,1
Polly Holliday,6.95,2
Polly Noonan,6.0,1
Polly Shannon,4.5,1
Poppy Montgomery,5.6,1
Portia Dawson,6.2,1
Portia Doubleday,5.55,2
Portia de Rossi,5.1,1
Powers Boothe,6.675,4
Prabhas,7.5,1
Prabhu Deva,5.6,1
Prateik Babbar,5.4,1
Preben Lerdorff Rye,7.8,1
Preity Zinta,6.75,2
Prem Chopra,7.0,1
Presley Chweneyagae,6.9,1
Preston Foster,5.8,1
Price T. Morgan,4.9,1
Primorata Dejudom,6.0,1
Priscilla Barnes,4.8,1
Priscilla Presley,6.366666666666667,3
Priyanka Chopra,5.5,1
Prunella Scales,7.066666666666666,3
Purab Kohli,7.3,1
Purva Bedi,5.0,1
Puti Sri Candra Dewi,8.0,1
Putu Dinda Pratika,8.0,1
Pyotr Fyodorov,5.3,1
Pádraic Delaney,7.1,1
Péter Fancsikai,6.5,1
Q'orianka Kilcher,5.6,2
Qin Hailu,6.3,1
Qin Jun-Jie,6.6,1
Queen Latifah,6.305555555555555,18
Quentin Tarantino,6.9,1
Quincy Jones,7.0,1
Quinn Hunchar,6.4,1
Quinton Aaron,6.1,2
Quvenzhané Wallis,6.4,2
R. Brandon Johnson,4.9,1
R. D. Call,5.9,1
R. H. Thomson,5.9,1
R. Lee Ermey,5.6571428571428575,7
R. Martin Klein,0.5,1
R.J. Cantu,4.8,1
R.L. Mann,0.0,1
RZA,5.15,4
Raad Rawi,6.5,1
Rachael Bella,5.4,1
Rachael Carpani,6.9,1
Rachael Handy,6.4,1
Rachael Harris,6.066666666666666,3
Rachael Leigh Cook,4.71,10
Rachael Lillis,5.9,1
Rachael Markarian,6.5,1
Rachael Robbins,6.0,1
Rachael Taylor,6.08,5
Rachel Bilson,5.6,2
Rachel Blanchard,5.5,2
Rachel Clift,6.1,1
Rachel Covey,6.6,1
Rachel Dratch,7.0,1
Rachel Griffiths,5.5,2
Rachel Hendrix ,5.6,2
Rachel Howe,5.6,1
Rachel Korine,5.0,1
Rachel Luttrell,5.9,1
Rachel McAdams,6.805555555555555,18
Rachel Melvin,5.4,1
Rachel Miner,6.7,1
Rachel Nichols,5.066666666666666,3
Rachel Regulier,6.8,1
Rachel Resheff,4.8,1
Rachel Sterling,4.1,1
Rachel Ticotin,6.15,2
Rachel True,6.3,1
Rachel Weisz,6.31764705882353,17
Rachelle Lefevre,6.533333333333334,3
Rade Serbedzija,5.96,5
Radha Mitchell,6.141666666666667,12
Rae Dawn Chong,6.533333333333334,3
Rae'Ven Larrymore Kelly,6.9,1
Raf Vallone,7.4,1
Rafael Agustin,3.0,1
Rafael Estephan,0.0,1
Rafael Martinez,7.4,1
Rafe Spall,7.4,1
Raffey Cassidy,6.2,1
Rain,6.2,1
Rainbow Francks,4.9,1
Raini Rodriguez,5.1,2
Rainn Wilson,5.9399999999999995,5
Raj Babbar,4.7,1
Ralf Schmitz,5.5,1
Ralitsa Paskaleva,3.3,1
Ralph Bellamy,7.0,1
Ralph Brown,6.1,2
Ralph Fiennes,6.696000000000001,25
Ralph Garman,5.1,1
Ralph Ineson,6.3,1
Ralph Lucas,6.9,1
Ralph Macchio,6.6,4
Ralph Nader,6.4,1
Ralph Riach,6.2,1
Ralph Richardson,6.5,1
Ralph Strait,5.0,1
Ralph Waite,6.1,1
Rami Malek,6.1,2
Ramiro Gomez,6.6,1
Ramiro Iniguez,7.0,1
Ramiro Rodriguez,7.4,1
Ramon Bieri,7.4,1
Ramon Tikaram,5.7,1
Ramy Essam,7.8,1
Ramy Zada,6.0,1
Ramya Krishnan,7.5,1
Ramón Rodríguez,5.8,2
Rana Daggubati,6.45,2
Ranbir Kapoor,7.1,2
Randall Batinkoff,6.6,1
Randall Duk Kim,6.300000000000001,2
Randall Park,6.1,1
Randy Baranczyk,0.0,1
Randy Couture,6.2,2
Randy Jones,4.9,1
Randy Pearlstein,5.6,1
Randy Quaid,5.633333333333334,9
Randy Wayne,4.8,3
Rani Mukerji,6.5,3
Raoul Bova,5.95,2
Raoul Max Trujillo,7.05,2
Raphael de la Sierra,4.7,1
Rapulana Seiphemo,6.8,1
Raquel Alessi,5.4,1
Raquel Castro,5.8,1
Raquel Nave,6.2,1
Rashida Jones,6.166666666666667,3
Raven Goodwin,7.4,1
Raven-Symoné,4.9,1
Rawiri Paratene,7.1,1
Rawle D. Lewis,6.8,1
Ray Allen,6.7,1
Ray Baker,5.9,1
Ray Bolger,7.4,1
Ray Charles,7.5,1
Ray Grady,6.2,1
Ray Johnson,4.3,1
Ray Liotta,6.164705882352941,17
Ray Lui,5.9,1
Ray McKinnon,7.1,1
Ray Milland,7.4,1
Ray Park,4.85,2
Ray Romano,6.220000000000001,5
Ray Sahetapy,7.3,1
Ray Stevenson,5.9799999999999995,5
Ray Walston,7.3999999999999995,3
Ray Winstone,5.778571428571429,14
Ray Wise,5.3,3
Raye Dowell,6.1,1
Raymond Burr,6.5,1
Raymond J. Barry,6.266666666666667,6
Raymond Massey,8.4,1
Raymond Ochoa,6.6,1
Raymond St. Jacques,6.7,1
Raymond Thiry,6.8,1
Raymond Waring,6.2,1
Raz B,4.8,1
Razaaq Adoti,6.4,1
Raúl Juliá,5.4,2
Reagan Gomez-Preston,5.0,1
Reba McEntire,6.6,1
Rebecca Black,3.0,1
Rebecca Carroll,8.0,1
Rebecca Dayan,6.5,1
Rebecca De Mornay,6.3,3
Rebecca Ferguson,6.85,2
Rebecca Gayheart,5.433333333333334,3
Rebecca Griffiths,6.9,1
Rebecca Hall,6.377777777777777,9
Rebecca Pidgeon,7.1,1
Rebecca Romijn,4.766666666666667,3
Rebekah Johnson,6.7,1
Rebekah Underhill,6.2,1
Rebel Wilson,6.279999999999999,5
Red Skelton,7.0,1
Reda Kateb,6.6,1
Redd Foxx,6.7,1
Redman,5.6,2
Reece Ritchie,6.5,1
Reece Shearsmith,6.3,1
Reese Mishler,4.9,1
Reese Witherspoon,6.195,20
Reeve Carney,6.15,2
Reg E. Cathey,5.550000000000001,2
Reggie Bannister,6.449999999999999,2
Reggie Lee,6.0,1
Regina Casé,7.8,1
Regina Hall,5.86,5
Regina King,6.015384615384615,13
Reginald James,0.0,1
Reginald Owen,6.6,1
Reginald VelJohnson,7.05,2
Regula Grauwiller,5.9,1
Reid Warner,4.2,1
Reiko Aylesworth,4.9,1
Reinol Martinez,6.6,1
Rekha,5.5,1
Remy Sweeney,4.7,1
Rena Owen,5.7,1
Rene Russo,6.290909090909091,11
Renee Faia,5.6,1
Renee Leblanc,7.5,1
Renee Olstead,5.5,1
Renee Props,6.0,1
Renoly Santiago,6.2,1
René Pape,6.9,1
Renée Adorée,7.0,1
Renée Jones,5.7,1
Renée Le Calm,6.1,1
Renée Taylor,5.6,1
Renée Zellweger,6.21875,16
Resmine Atis,5.9,1
Resse Hartwig,5.7,1
Revathi,0.0,1
Rex Harrison,7.050000000000001,2
Rex Linn,6.1,1
Reza Sixo Safai,7.4,1
Rhett Wilkins,6.2,1
Rhomeyn Johnson,0.0,1
Rhona Mitra,6.18,5
Rhonda Britton,7.4,1
Rhonda Fleming,7.3,1
Rhys Darby,6.4,1
Rhys Ifans,6.225,8
Rhys Wakefield,6.35,2
Riaad Moosa,6.5,1
Ric Reitz,5.6,1
Ric Young,6.333333333333333,3
Ricardo Chavira,5.8,1
Ricardo Darín,7.6,2
Ricardo Montalban,6.3,2
Riccardo Scamarcio,7.0,1
Rich Fulcher,5.8,1
Richa Pallod,2.3,1
Richard Arlook,3.7,1
Richard Armitage,6.875,4
Richard Attenborough,7.175,4
Richard Ayoade,5.3,1
Richard Basehart,6.9,1
Richard Belzer,7.0,1
Richard Benjamin,5.0,2
Richard Bey,5.4,1
Richard Beymer,7.1,2
Richard Bohringer,6.3,1
Richard Boone,6.4,1
Richard Bradford,6.0,1
Richard Branson,7.0,1
Richard Briers,7.25,2
Richard Burgi,5.6,1
Richard Burton,5.866666666666667,3
Richard Cabral,5.2,1
Richard Carroll Jr.,0.0,2
Richard Coyle,6.0,1
Richard Crenna,6.1,4
Richard Curtis,6.2,1
Richard Dawson,6.4,1
Richard DeDomenico,6.5,1
Richard DeManincor,7.3,1
Richard Dreyfuss,6.4375,8
Richard Durden,6.1,1
Richard Dutcher,7.3,1
Richard Dysart,6.733333333333333,3
Richard E. Grant,6.04,5
Richard Edson,7.6,1
Richard Egan,5.5,1
Richard Farnsworth,7.949999999999999,2
Richard Felix,7.1,1
Richard Fitzpatrick,4.6,1
Richard Gant,4.550000000000001,2
Richard Gere,6.227777777777778,18
Richard Glover,4.9,1
Richard Goteri,6.4,1
Richard Graham,6.8,1
Richard Griffiths,2.9,1
Richard Grove,7.3,1
Richard Harris,7.011111111111111,9
Richard Hawking,7.6,1
Richard Haydn,7.4,1
Richard Hunt,7.0,1
Richard Jaeckel,7.2,1
Richard Jenkins,6.071428571428571,14
Richard Jordan,5.9,2
Richard Kiel,6.25,2
Richard Kind,7.3,2
Richard Lewis,5.949999999999999,2
Richard Lineback,4.1,1
Richard Linklater,6.45,2
Richard Lobb,7.4,1
Richard Lynch,5.199999999999999,2
Richard Madden,6.7,1
Richard Manuel,7.9,1
Richard Masur,7.0,1
Richard Ng,3.5,1
Richard Norton,6.3,1
Richard O'Brien,7.2,1
Richard Poe,0.0,1
Richard Pryor,5.3,1
Richard Rider,5.9,1
Richard Riehle,4.1,1
Richard Romanus,7.2,1
Richard Roundtree,5.5,4
Richard Roxburgh,6.040000000000001,5
Richard S. Castellano,8.4,1
Richard Schiff,6.300000000000001,2
Richard Spore,7.5,1
Richard T. Jones,6.333333333333333,3
Richard Tyson,5.449999999999999,2
Richard V. Licata,5.8,1
Richard Widmark,7.6,1
Richard Wilson,6.5,1
Richard Young,5.1,1
Richie Havens,7.1,1
Richie Ren,7.0,1
Richmond Arquette,6.3,2
Rick Aviles,5.9,1
Rick Collins,5.3,1
Rick Danko,7.9,1
Rick Fox,3.5,1
Rick Glassey,5.6,1
Rick Gonzalez,6.15,2
Rick Hoffman,6.8,1
Rick Malambri,6.6,1
Rick Moranis,6.1000000000000005,3
Rick Roberts,6.6,1
Rick Yune,6.225,4
Rickey D'Shon Collins,6.6,1
Ricki Lake,5.85,2
Rickson Tevez,7.1,1
Ricky Dean Logan,5.1,1
Ricky Gervais,5.9,5
Ricky Jay,6.733333333333333,3
Ricky Schroder,7.266666666666667,3
Rie Miyazawa,7.3,1
Rie Rasmussen,6.2,1
Rihanna,6.15,2
Rik Van Nutter,6.5,1
Riki Lindhome,6.2,1
Rikiya Yasuoka,5.3,1
Riley Griffiths,6.6,1
Riley Keough,6.3,1
Riley Smith,5.5,1
Riley Thomas Stewart,6.0,2
Rima Te Wiata,6.5,1
Rina Takasaki,4.8,1
Ringo Starr,7.3,1
Rinko Kikuchi,6.85,2
Rip Torn,6.1375,8
Rishi Bhat,5.9,1
Rishi Kapoor,6.6,1
Rita Blanco,7.5,1
Rita Hayworth,7.2,1
Rita Moreno,6.65,2
Rita Wilson,5.66,5
Ritchie Coster,5.3,1
Ritesh Deshmukh,5.2,1
River Phoenix,7.449999999999999,2
Riz Ahmed,7.3,2
Rizwan Manji,5.0,1
Rob Brown,7.0,4
Rob Brydon,6.4,2
Rob Campbell,7.4,1
Rob Corddry,5.85,8
Rob Devaney,6.2,1
Rob LaBelle,5.8,1
Rob Liefeld,5.7,1
Rob Lowe,6.033333333333334,6
Rob Morrow,5.4,2
Rob Reiner,6.9,2
Rob Riggle,5.5,2
Rob Schneider,5.3999999999999995,7
Robb Wells,5.7,1
Robbie Amell,6.8,2
Robbie Coltrane,6.14,5
Robbie Robertson,7.9,1
Robert Acinapura,5.5,1
Robert Amaya ,6.15,2
Robert Bailey Jr.,5.8,1
Robert Baker,6.6,1
Robert Belushi,4.4,1
Robert Blake,6.4,2
Robert Blanche,5.199999999999999,2
Robert Bones,0.0,1
Robert Boulter,4.5,1
Robert Burke,6.5,1
Robert Capron,6.066666666666666,3
Robert Carlyle,6.475,8
Robert Carradine,6.15,2
Robert Daniel Sloan,5.4,1
Robert Davi,3.725,4
Robert De Niro,6.437037037037038,54
Robert Deacon,5.3,1
Robert Donner,4.9,1
Robert Downey Jr.,6.4750000000000005,24
Robert Duvall,6.608695652173913,23
Robert Ellis Orrall,5.9,1
Robert Englund,5.611111111111111,9
Robert Fieldsteel,4.6,1
Robert Fontaine,0.0,1
Robert Forster,5.788888888888889,9
Robert Foxworth,5.4,1
Robert Fyfe,5.7,1
Robert Gossett,7.0,1
Robert Goulet,6.6,1
Robert Harron,7.4,1
Robert Hays,7.1,1
Robert Hill,6.3,1
Robert Hobbs,6.8,1
Robert Hoffman,5.9,2
Robert Hutchings,7.2,1
Robert J. Wilke,7.199999999999999,2
Robert John Burke,4.84,5
Robert Joy,6.0,1
Robert Kazinsky,6.3,1
Robert Klein,5.9,1
Robert Knepper,5.9,1
Robert Lin,6.8,1
Robert Loggia,5.58,5
Robert Longstreet,6.199999999999999,2
Robert MacNaughton,7.3,1
Robert Maillet,5.7,1
Robert McKee,3.7,1
Robert Middleton,5.5,1
Robert Morgan,6.1,1
Robert Musgrave,6.8,1
Robert Noble,6.1,1
Robert Pastorelli,5.55,2
Robert Paterson,6.6,1
Robert Patrick,6.163636363636363,11
Robert Pattinson,6.1499999999999995,6
Robert Picardo,6.2,1
Robert Plagnol,5.6,1
Robert Prichard,6.3,1
Robert Prosky,5.74,5
Robert Redford,6.783333333333334,12
Robert Ri'chard,6.949999999999999,2
Robert Rusler,5.7,1
Robert Ryan,7.6,1
Robert Schwartzman,6.5,1
Robert Sean Leonard,6.425,4
Robert Shaw,7.133333333333333,6
Robert Sheehan,6.2,1
Robert Stack,6.5,1
Robert Stadlober,6.7,1
Robert Taylor,6.85,2
Robert Townsend,3.85,2
Robert Turano,0.0,1
Robert Urich,5.7,1
Robert Vaughn,5.4,1
Robert Wagner,6.2,1
Robert Webber,6.0,1
Roberta Collins,5.9,1
Roberta Taylor,5.4,1
Roberts Blossom,7.2,1
Robin Atkin Downes,6.3,1
Robin Bartlett,6.85,2
Robin Givens,5.4,1
Robin Hill,6.3,1
Robin L. Watkins,5.9,1
Robin McLeavy,6.6,1
Robin Rosenberg,6.3,1
Robin Shou,4.6,2
Robin Thomas,5.2,2
Robin Tunney,6.0600000000000005,5
Robin Williams,6.206896551724138,29
Robin Wright,6.54,15
Robinne Lee,0.0,1
Robyn Lively,6.5,1
Rochelle Buchan,6.0,1
Rochelle Davis,7.3,1
Rock Hudson,4.9,1
Rocky Mayor Anderson,5.5,1
Rocky McKenzie,5.2,1
Rod Steiger,6.885714285714286,7
Roddy Maude-Roxby,6.8,1
Roddy McDowall,6.266666666666667,6
Roddy Piper,5.0,2
Rodger Bumpass,6.233333333333333,3
Rodney A. Grant,7.6,1
Rodney Dangerfield,6.6,1
Rodney Eastman,6.05,2
Rodney Harvey,7.1,1
Rodolfo De Alexandre,5.8,1
Rodrigo Santoro,5.857142857142857,7
Rodrigo Viaggio,0.0,1
Rodrigo de la Serna,7.3,1
Roger Ashton-Griffiths,5.6,1
Roger B. Smith,7.4,1
Roger Bart,5.8,2
Roger Cross,5.4,2
Roger Fan,5.7,2
Roger Guenveur Smith,6.1,1
Roger Leenhardt,7.1,1
Roger Moore,6.242857142857143,7
Roger Príncep,7.1,1
Roger Yuan,6.2,1
Rohan Chand,6.85,2
Rohan Nichol,7.1,1
Rolanda Watts,5.0,1
Roma Downey,5.9,1
Romain Duris,6.85,2
Roman Bohnen,7.0,1
Romane Bohringer,6.1,2
Romany Malco,5.675,4
Romeo Miller,6.0,1
Romola Garai,6.566666666666666,6
Ron Ben-Yishai,7.8,1
Ron Carey,6.5,1
Ron Carlson,4.3,1
Ron Crawford,6.0,1
Ron Eldard,6.533333333333334,3
Ron Fazio,5.3,1
Ron Glass,5.9,1
Ron Haddrick,6.5,1
Ron Howard,6.9,1
Ron Jeremy,6.2,1
Ron Leibman,6.1,1
Ron Lester,6.0,1
Ron Livingston,6.571428571428571,7
Ron Moody,7.0,1
Ron Morgan,4.9,1
Ron Paul,5.4,1
Ron Perlman,6.066666666666666,12
Ron Rifkin,6.3999999999999995,3
Ron Silver,6.1,2
Ron Vawter,6.7,1
Ronald Colman,8.4,1
Ronald Lacey,6.6,2
Ronald Reagan,6.7,1
Ronald South,4.3,1
Rondel Reynoldson,5.7,1
Ronee Blakley,7.2,1
Roni Akurati,7.4,1
Ronnie Gene Blevins,6.5,1
Ronnie Nyakale,6.8,1
Ronnie Wood,7.2,1
Ronny Cox,6.425,4
Ronny Dayag,7.8,1
Ronobir Lahiri,5.0,1
Rooney Mara,6.6499999999999995,6
Rory Cochrane,6.8999999999999995,3
Rory Culkin,6.3,5
Rory Kinnear,8.0,1
Rory McCann,6.6,1
Rosalind Cash,6.8,1
Rosalinda Celentano,6.9,1
Rosamund Pike,6.411111111111111,9
Rosanna Arquette,5.84,5
Rosanna DeSoto,6.8,1
Rosario Dawson,6.4263157894736835,19
Roscoe Karns,7.7,1
Roscoe Lee Browne,6.6,1
Roscoe Orman,6.3,1
Rose Abdoo,6.8,1
Rose Byrne,6.417647058823529,17
Rose Leslie,5.7,1
Rose McGowan,5.925,4
Roseanne Barr,5.7,1
Roselyn Sánchez,5.866666666666667,6
Rosemarie DeWitt,6.08,5
Rosemary Davis,7.5,1
Rosemary Harris,6.7,1
Roshan Seth,6.85,2
Rosie O'Donnell,5.35,2
Rosie Perez,6.466666666666666,3
Rosie Shaw,7.6,1
Rosie Traynor,6.1,1
Roslyn Ruff,6.1,1
Ross Noble,5.5,1
Ross Partridge,5.8,1
Rowan Atkinson,5.875,4
Rowan Blanchard,4.4,1
Rowan Isaacson,5.5,1
Rowena Cooper,7.0,1
Roxana Zal,6.0,1
Roxane Duran,6.7,2
Roxane Mesquida,5.7,1
Roxanne Hart,6.8,1
Roxanne McKee,4.4,1
Roy Abramsohn,4.5,2
Roy Atwell,6.9,1
Roy Chiao,6.6,1
Roy Dotrice,7.8,1
Roy Dupuis,6.1,1
Roy Kinnear,7.4,1
Roy Richard Grinker,5.5,1
Roy Scheider,6.757142857142857,7
Royal Dano,4.7,1
RuPaul,6.5,1
Ruby Barnhill,6.0,1
Ruby Dee,6.8,2
Ruby Keeler,6.1,1
Ruby Lin,4.3,1
Rubén Blades,6.3,5
Rudolf Klein-Rogge,8.0,1
Rudy Bond,7.6,1
Rudy Youngblood,7.3,1
Rufus,7.8,1
Rufus Graham,2.8,1
Rufus Sewell,5.9,9
Rumer Willis,5.466666666666666,3
Rumi Hiiragi,8.3,1
Rupert Davies,7.3,1
Rupert Evans,6.15,2
Rupert Everett,5.7,7
Rupert Friend,6.55,4
Rupert Graves,6.7,3
Rupert Grint,7.2,8
Rupert Isaacson,5.5,1
Rus Blackwell,5.8,1
Russ Tamblyn,7.0,1
Russell Brand,6.3428571428571425,7
Russell Crowe,6.5590909090909095,22
Russell G. Jones,6.9,1
Russell Hodgkinson,4.7,1
Russell Hornsby,6.0,1
Russell Means,6.9,2
Russell Peters,7.1,1
Russell Tovey,6.3,2
Russell Williams II,5.9,1
Russell Wong,6.0,1
Rusty Joiner,3.0,1
Rusty Martin,6.8,1
Rutger Hauer,6.428571428571429,7
Ruth Bradley,6.0,1
Ruth Gordon,7.5,1
Ruth McCabe,6.0,1
Ruth Sheen,7.0,2
Ruth White,6.6,1
Ruth Wilson,7.3,1
Rutina Wesley,3.0,1
Ruy Guerra,6.7,1
Ryan Cartwright,4.3,1
Ryan Donowho,6.55,2
Ryan Dunn,6.4,2
Ryan Gosling,6.66,15
Ryan Guzman,5.4,2
Ryan Hurst,7.4,1
Ryan Keely,3.5,1
Ryan Kelley,6.9,1
Ryan Kennedy,4.6,1
Ryan Kwanten,6.1,2
Ryan Lee,6.6,1
Ryan McCartan,6.9,1
Ryan McCluskey,6.4,1
Ryan McDonald,6.5,1
Ryan Merriman,5.433333333333334,3
Ryan Metcalf,5.6,1
Ryan Newman,6.3,1
Ryan O'Neal,5.4,5
Ryan Phillippe,5.990909090909091,11
Ryan Pinkston,3.9,1
Ryan Potter,7.8,1
Ryan Reynolds,6.247368421052632,19
Ryan Robbins,5.0,1
Ryan Shoos,4.9,1
Ryo Kase,7.2,1
Ryoko Hirosue,6.2,1
Ryuichi Sakamoto,7.4,1
Rémy Girard,6.8999999999999995,3
Rüdiger Evers,8.1,1
S. Epatha Merkerson,6.333333333333333,3
Saad Siddiqui,5.2,1
Sab Shimono,5.1,1
Sabine Azéma,5.8,1
Sabine Karsenti,3.0,1
Sabine Timoteo,6.4,1
Sabrina Ferilli,7.3,1
Sacha Baron Cohen,6.3875,8
Saeed Jaffrey,5.05,2
Saffron Burrows,5.7,5
Sage Ryan,6.6,1
Sahira Nair,6.8,1
Saif Ali Khan,6.35,2
Sajan Bhagat,6.8,1
Sal Dupree,3.9,1
Salli Richardson-Whitfield,6.45,2
Sally Bankes,3.5,1
Sally Dryer,7.5,1
Sally Field,6.357142857142857,7
Sally Hawkins,6.425,8
Sally Kirkland,2.85,2
Salma Hayek,5.9,16
Salman Yusuff Khan,5.6,1
Sam Anderson,4.4,1
Sam Bottoms,6.45,2
Sam Buchanan,6.6,1
Sam Claflin,6.699999999999999,2
Sam De Grasse,7.4,1
Sam Easton,5.8,1
Sam Elliott,6.166666666666667,12
Sam Hennings,7.05,2
Sam Huntington,5.6,2
Sam J. Jones,6.1,1
Sam Jenkins,5.5,1
Sam Lerner,6.35,2
Sam McMurray,5.7,1
Sam Neill,6.16,15
Sam Riley,6.220000000000001,5
Sam Robards,5.85,2
Sam Rockwell,6.46,15
Sam Shepard,6.5307692307692315,13
Sam Spruell,6.5,1
Sam Trammell,6.25,2
Sam Waterston,6.400000000000001,3
Sam Worthington,6.1125,8
Samaire Armstrong,4.366666666666666,3
Samantha Barks,5.8,1
Samantha Dark,4.9,1
Samantha Eggar,5.9,1
Samantha Futerman,7.0,1
Samantha King,6.8,1
Samantha Mathis,6.0,6
Samantha Morton,6.627272727272728,11
Samantha Phillips,6.3,1
Sami Bouajila,6.0,1
Sami Gayle,5.1,1
Samia Shoaib,7.1,1
Sammi Hanratty,5.6,1
Sammo Hung,6.6,1
"Sammy Davis, Jr.",6.5,1
Samuel Anderson,6.6,1
Samuel Ball,5.2,1
Samuel Barnett,6.6,1
Samuel Davis,4.4,1
Samuel Joslin,7.0,1
Samuel L. Jackson,6.2318181818181815,44
Samuel West,10.0,1
Samuele Amighetti,7.3,1
Sanaa Lathan,6.583333333333333,6
Sancho Gracia,6.2,1
Sandahl Bergman,5.8,2
Sandra Bullock,6.0777777777777775,27
Sandra Echeverría,5.8,1
Sandra Ellis Lafferty,5.6,1
Sandra Hess,3.8,1
Sandra McCoy,5.6,1
Sandra Nelson,6.3,1
Sandra Oh,6.65,4
Sandra Rodríguez,6.3,1
Sandrine Holt,6.2,1
Sandrine Kiberlain,6.45,2
Sandy Dennis,6.3,1
Sandy Duncan,4.0,1
Sanjay Dutt,7.6,1
Sanoe Lake,5.6,1
Santhanam,6.7,1
Santino Fontana,7.3,1
Saoirse Ronan,6.6499999999999995,6
Sapphire Boyce,6.1,1
Sara Forestier,7.3,1
Sara Foster,5.3,2
Sara Lazzaro,6.4,1
Sara Malakul Lane,4.45,2
Sara Paxton,5.6375,8
Sarah Ann Schultz,5.3,1
Sarah Baker,5.6,1
Sarah Berry,7.6,1
Sarah Bolger,5.824999999999999,4
Sarah Brightman,6.7,1
Sarah Butler,5.55,2
Sarah Callan,5.0,1
Sarah Carter,5.0,1
Sarah Douglas,5.666666666666667,3
Sarah Drew,5.5,1
Sarah Dubrovsky,6.7,1
Sarah Farooqui,3.8,1
Sarah Gadon,6.225,4
Sarah Jane Morris,7.5,1
Sarah Jessica Parker,5.61,10
Sarah Kazemy,7.4,1
Sarah Lancashire,6.9,2
Sarah Lind,6.8,1
Sarah Michelle Gellar,5.538461538461538,13
Sarah Murdoch,5.3,1
Sarah Paulson,6.7,1
Sarah Peirse,7.0,1
Sarah Polley,6.4125,8
Sarah Roemer,7.15,2
Sarah Shahi,5.1,2
Sarah Silverman,5.166666666666667,6
Sarah Steele,5.75,2
Sarah Trigger,6.0,1
Sarah Wayne Callies,6.1,2
Sarah Wright,5.7,1
Sarah Wynter,5.333333333333333,3
Sarala,6.8,1
Sareh Bayat,7.7,1
Sari Lennick,6.6,1
Sarita Choudhury,5.5,2
Sarunyu Wongkrachang,5.55,2
Sascha Rosemann,5.2,1
Sasha Alexander,6.4,1
Sasha Barrese,6.7,1
Sasha Jenson,7.4,1
Sasha Ramos,0.0,1
Saskia Mulder,6.8,1
Sasson Gabai,5.7,1
Satish Kaushik,5.2,1
Satomi Ishihara,6.5,1
Saul Kahan,6.4,1
Saul Rubinek,6.5,1
Saul Stein,5.4,1
Saul Williams,6.7,1
Saurabh Shukla,7.6,1
Savion Glover,6.3,1
Sayed Badreya,5.9,1
Saïd Taghmaoui,6.0,1
Scarlett Estevez,5.8,1
Scarlett Johansson,6.596153846153846,26
Scatman Crothers,8.149999999999999,2
Scoot McNairy,6.15,4
Scott 'Carrot Top' Thompson,2.7,1
Scott Adkins,4.9,4
Scott Adsit,7.8,1
